Material,Magnetic Entropy Change,Magnetic Field,Curie Temperature,source,Number,Article Title,Source Title,DOI,mpid
HoCuAl,17.5,20 kOe,11.2,table_only_1stcheck5638.txt,238,Low-temperature reversible giant magnetocaloric effect in the HoCuAl compound,JOURNAL OF APPLIED PHYSICS,10.1063/1.4826270,mp-1078489
HoCuAl,30.6,50 kOe,11.2,table_only_1stcheck5638.txt,239,Low-temperature reversible giant magnetocaloric effect in the HoCuAl compound,JOURNAL OF APPLIED PHYSICS,10.1063/1.4826270,mp-1078489
GdNi,1.43,,,table_only_1stcheck5674.txt,194,Magnetocaloric effect of Gd-based microwires from binary to quaternary system,AIP ADVANCES,10.1063/1.4975356,mp-542632
GdNi8Si3,19.8,140 kOe,3,table_only_1stcheck5676.txt,199,"RNi8Si3 (R= Gd,Tb): Novel ternary ordered derivatives of the BaCd11 type",JOURNAL OF SOLID STATE CHEMISTRY,10.1016/j.jssc.2015.11.004,mp-1190689
TbNi8Si3,12.1,140 kOe,2023/2/3 0:00,table_only_1stcheck5676.txt,373,"RNi8Si3 (R= Gd,Tb): Novel ternary ordered derivatives of the BaCd11 type",JOURNAL OF SOLID STATE CHEMISTRY,10.1016/j.jssc.2015.11.004,mp-1190542
GdNiAl2,17.3,0-5 T,30.5,table_only_1stcheck5696.txt,202,"Low working temperature near liquid helium boiling point of RNiAl2 (R=Tm, Tb and Gd) compounds with large magnetocaloric effect",JOURNAL OF APPLIED PHYSICS,10.1063/1.5090388,mp-630019
TbNiAl2,11.8,0-5 T,,table_only_1stcheck5696.txt,374,"Low working temperature near liquid helium boiling point of RNiAl2 (R=Tm, Tb and Gd) compounds with large magnetocaloric effect",JOURNAL OF APPLIED PHYSICS,10.1063/1.5090388,mp-16516
TmNiAl2,20.7,0-5 T,4,table_only_1stcheck5696.txt,388,"Low working temperature near liquid helium boiling point of RNiAl2 (R=Tm, Tb and Gd) compounds with large magnetocaloric effect",JOURNAL OF APPLIED PHYSICS,10.1063/1.5090388,mp-16517
Er2In,16,5 T,46,table_only_1stcheck5698.txt,77,Large reversible magnetocaloric effect in Er2In compound,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2010.11.108,mp-877
Gd2ZnTiO6,53.5,9 T,,table_only_1stcheck5713.txt,153,Cryogenic magnetocaloric effect in distorted double-perovskite Gd2ZnTiO6,JOURNAL OF MATERIALS CHEMISTRY C,10.1039/d1tc01789f,mp-1105276
NdAl2,35.9,0-70 kOe,76.5,table_only_1stcheck5742.txt,310,"Magnetocaloric effect in RAl2 (R = Nd, Sm, and Tm): Promising for cryogenic refrigeration close to liquid helium temperature",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2012.03.076,mp-400
TmAl2,8.9,0-70 kOe,6,table_only_1stcheck5742.txt,383,"Magnetocaloric effect in RAl2 (R = Nd, Sm, and Tm): Promising for cryogenic refrigeration close to liquid helium temperature",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2012.03.076,mp-858
ErCrO3,10.7,7 T,,table_only_1stcheck5753.txt,93,Enhancement in magnetocaloric properties of ErCrO3 via A-site Gd substitution,JOURNAL OF APPLIED PHYSICS,10.1063/1.5022584,mp-19063
LaMnO3,0.42,,160,table_only_1stcheck5759.txt,269,The intrinsic exchange bias effect in the LaMnO3 and LaFeO3 compounds,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2020.156713,mp-17554
Dy2CoGa3,10.8,0-50 kOe,17,table_only_1stcheck5772.txt,44,"Large magnetocaloric effect with a wide working temperature span in the R2CoGa3 (R = Gd, Dy, and Ho) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.4884233,mp-1225455
ErCo2,4.5,5.0 T,32,table_only_1stcheck5773.txt,88,Magnetocaloric effect in co-rich Er(Co1-xFex)(2) laves phase,JOURNAL OF APPLIED PHYSICS,10.1063/1.2829758,mp-537
DyNi4Si,15.6,14 T,19,table_only_1stcheck5777.txt,70,"Ab initio, theoretical and Monte Carlo approaches for the magnetocaloric effect in DyNi4Si",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2016.04.009,mp-1077126
HoRu2Si2,9.1,5 T,,table_only_1stcheck5778.txt,258,Observation of large magnetocaloric effect in HoRu2Si2,JOURNAL OF APPLIED PHYSICS,10.1063/1.4867050,mp-5720
YbMnO3,2J mol(-1) K-1,10 T,,table_only_1stcheck5791.txt,398,Thermodynamic properties of multiferroic Mg doped YbMnO3,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2015.05.100,mp-19356
Tb3Ni,19.9,5 T,,table_only_1stcheck5818.txt,356,Peculiar magnetocaloric properties and critical behavior in antiferromagnetic Tb3Ni with complex magnetic structure,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2019.151720,mp-623751
TmZn,26.9,5 T,8.4,table_only_1stcheck5822.txt,392,Giant low field magnetocaloric effect and field-induced metamagnetic transition in TmZn,APPLIED PHYSICS LETTERS,10.1063/1.4932058,mp-2316
ErB4,11.4,40 kOe,,table_only_1stcheck5861.txt,86,Abnormal field-dependence of magnetocaloric effect in ErB4 and TmB4,AIP ADVANCES,10.1063/1.5129759,mp-2847
TmB4,12.6,40 kOe,,table_only_1stcheck5861.txt,384,Abnormal field-dependence of magnetocaloric effect in ErB4 and TmB4,AIP ADVANCES,10.1063/1.5129759,mp-568143
EuDy2O4,12,0-8 T,,table_only_1stcheck5872.txt,116,Giant magnetocaloric effect in magnetically frustrated EuHo2O4 and EuDy2O4 compounds,APPLIED PHYSICS LETTERS,10.1063/1.4754849,mp-1212735
EuHo2O4,30,0-8 T,,table_only_1stcheck5872.txt,117,Giant magnetocaloric effect in magnetically frustrated EuHo2O4 and EuDy2O4 compounds,APPLIED PHYSICS LETTERS,10.1063/1.4754849,mp-1213002
HoNiIn,21.7,5.0 T,20,table_only_1stcheck5894.txt,251,Magnetocaloric effects in RNiIn (R = Gd-Er) intermetallic compounds,JOURNAL OF APPLIED PHYSICS,10.1063/1.3603044,mp-31426
HoMnO3,8,7 T,,table_only_1stcheck5904.txt,243,Magnetocaloric properties of the hexagonal HoMnO3 single crystal revisited,PHYSICA B-CONDENSED MATTER,10.1016/j.physb.2015.08.063,mp-19056
Er2Cu2In,18.4,0-7 T,39.4,table_only_1stcheck5917.txt,76,Large reversible magnetocaloric effect in RE2Cu2In (RE = Er and Tm) and enhanced refrigerant capacity in its composite materials,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/49/14/145002,mp-1078738
Tm2Cu2In,18.2,0-7 T,31.6,table_only_1stcheck5917.txt,381,Large reversible magnetocaloric effect in RE2Cu2In (RE = Er and Tm) and enhanced refrigerant capacity in its composite materials,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/49/14/145002,mp-1078916
HoCoSi,10.1,,,table_only_1stcheck5933.txt,234,The effects of Cu substitution on magnetocaloric effects of the HoCo1-XCuXSi (0=x=0.4) phases,AIP ADVANCES,10.1063/9.0000432,mp-510688
Er4NiCd,18.3,5 T,7.5,table_only_1stcheck5972.txt,82,Large reversible magnetocaloric effect due to a rather unstable antiferromagnetic ground state in Er4NiCd,JOURNAL OF APPLIED PHYSICS,10.1063/1.3518556,mp-1212924
HoNiSi,17.5,2.0 T,,table_only_1stcheck5975.txt,252,Large reversible magnetocaloric effect in antiferromagnetic HoNiSi compound,JOURNAL OF APPLIED PHYSICS,10.1063/1.4903052,mp-1212133
HoNiSi,9.2,1.0 T,,table_only_1stcheck5975.txt,253,Large reversible magnetocaloric effect in antiferromagnetic HoNiSi compound,JOURNAL OF APPLIED PHYSICS,10.1063/1.4903052,mp-1212133
HoNiSi,7.2,0.5 T,,table_only_1stcheck5975.txt,254,Large reversible magnetocaloric effect in antiferromagnetic HoNiSi compound,JOURNAL OF APPLIED PHYSICS,10.1063/1.4903052,mp-1212133
TNSD,30.6,nan kOe,,table_only_1stcheck6020.txt,354,Enhanced Cryogenic Magnetocaloric Performance in Te Doped Dy2O3,ECS JOURNAL OF SOLID STATE SCIENCE AND TECHNOLOGY,10.1149/2162-8777/ac844e,mp-6015
CrCl3,14.6,5 T,19.4,table_only_1stcheck6038.txt,37,Anisotropic magnetocaloric effect and critical behavior in CrCl3,PHYSICAL REVIEW B,10.1103/PhysRevB.102.014424,mp-27630
TmFe2,0.5J/mol K,8 T,550,table_only_1stcheck6068.txt,387,Thermomagnetic properties and magnetocaloric effect of TmFe2 compound,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2018.10.050,mp-571183
RuSr2GdCu2O8,15.5,0-7 T,,table_only_1stcheck6070.txt,343,Giant magnetocaloric effect in ferromagnetic superconductor RuSr2GdCu2O8,JOURNAL OF APPLIED PHYSICS,10.1063/1.4904084,mp-1104173
HoNi2,7 J/mol K,50 T,10.1,table_only_1stcheck6081.txt,247,"Anomalous magnetocaloric effect and magnetoresistance in Ho(Ni,Fe)(2) compounds",PHYSICAL REVIEW B,10.1103/PhysRevB.72.014452,mp-673
ErCo2,11.8 J/mol K,,,table_only_1stcheck6103.txt,89,Magnetocaloric effects in RCo2 compounds,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/S0304-8853(01)01328-2,mp-537
Tb3Ni,6.9,9 T,,table_only_1stcheck6143.txt,357,Magnetocaloric Effect in Tb3Ni,DAE SOLID STATE PHYSICS SYMPOSIUM 2019,10.1063/5.0016679,mp-623751
GdFeO3,52.5,0-9 T,,table_only_1stcheck6152.txt,189,Giant reversible magnetocaloric effect in a multiferroic GdFeO3 single crystal,PHYSICAL REVIEW B,10.1103/PhysRevB.96.174405,mp-600576
HoNiGa,22,5 T,,table_only_1stcheck6163.txt,249,Large reversible magnetocaloric effect induced by metamagnetic transition in antiferromagnetic HoNiGa compound,CHINESE PHYSICS B,10.1088/1674-1056/25/12/127104,mp-11442
DyN,13.6,5 T,19.9,table_only_1stcheck6172.txt,65,"Magnetocaloric properties of TbN, DyN and HoN nanopowders prepared by the plasma arc discharge method",DALTON TRANSACTIONS,10.1039/c5dt03528g,mp-1410
HoN,24.5,5 T,14.2,table_only_1stcheck6172.txt,244,"Magnetocaloric properties of TbN, DyN and HoN nanopowders prepared by the plasma arc discharge method",DALTON TRANSACTIONS,10.1039/c5dt03528g,mp-883
TbN,12,5 T,35.7,table_only_1stcheck6172.txt,371,"Magnetocaloric properties of TbN, DyN and HoN nanopowders prepared by the plasma arc discharge method",DALTON TRANSACTIONS,10.1039/c5dt03528g,mp-2117
DyNiSb,5.2,3.0 T,,table_only_1stcheck6190.txt,72,Magnetocaloric Effect in Antiferromagnetic Half-Heusler Alloy DyNiSb,ACTA PHYSICA POLONICA A,10.12693/APhysPolA.133.691,mp-4510
MnAs,12.8,5 T,,table_only_1stcheck6208.txt,290,Carbon-doping effects on the metamagnetic transition and magnetocaloric effect in MnAsCx,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2010.02.014,mp-610
MnAs,30,5.0 T,318,table_only_1stcheck6230.txt,291,Giant magnetocaloric effect of MnAs1-xSbx,APPLIED PHYSICS LETTERS,10.1063/1.1419048,mp-610
ErCo4Ge2,14.2,50 kOe,,table_only_1stcheck6246.txt,91,Metamagnetic transition and magnetothermal properties of ErCo4Ge2,JOURNAL OF APPLIED PHYSICS,10.1063/1.4923414,mp-1212824
Ho2NiMnO6,1.7,5 T,81.2,table_only_1stcheck6249.txt,221,Magnetocaloric effect and Griffiths phase analysis in a nanocrystalline Ho2NiMnO6 and Ho2CoMnO6 double perovskite,RSC ADVANCES,10.1039/d3ra00199g,mp-1212340
TbVO4,20,2 T,,table_only_1stcheck6293.txt,380,Strong conventional and rotating magnetocaloric effects in TbVO4 crystals over a wide cryogenic temperature range,PHYSICAL REVIEW MATERIALS,10.1103/PhysRevMaterials.4.114411,mp-19121
PrFe2Ge2,1.1,0-20 kOe,,table_only_1stcheck6328.txt,339,Magnetocaloric properties in the PrFe2Ge2 antiferromagnet,"PROCEEDINGS OF THE 2015 INTERNATIONAL CONFERENCE ON STRUCTURAL, MECHANICAL AND MATERIAL ENGINEERING (ICSMME 2015)",,mp-21221
PrFe2Ge2,6.3,0-70 kOe,,table_only_1stcheck6328.txt,340,Magnetocaloric properties in the PrFe2Ge2 antiferromagnet,"PROCEEDINGS OF THE 2015 INTERNATIONAL CONFERENCE ON STRUCTURAL, MECHANICAL AND MATERIAL ENGINEERING (ICSMME 2015)",,mp-21221
Er3Co,9,20 kOe,,table_only_1stcheck6372.txt,80,Large reversible magnetocaloric effect in Er3Co compound,JOURNAL OF APPLIED PHYSICS,10.1063/1.3367887,mp-1188770
Er3Co,17,50 kOe,,table_only_1stcheck6372.txt,81,Large reversible magnetocaloric effect in Er3Co compound,JOURNAL OF APPLIED PHYSICS,10.1063/1.3367887,mp-1188770
HoAl2,6.3,9 T,29,table_only_1stcheck6388.txt,224,Magnetocaloric Effect and Transition Order in HoAl,ACTA PHYSICA POLONICA A,10.12693/APhysPolA.127.815,mp-391
Tb3Rh,21,nan T,88,table_only_1stcheck6389.txt,358,Giant magnetocaloric effect in Tb3Rh,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2009.07.159,mp-1105609
CrI3,5.65,9 T,,table_only_1stcheck6395.txt,38,Anisotropic magnetocaloric effect in single crystals of CrI3,PHYSICAL REVIEW B,10.1103/PhysRevB.97.174418,mp-1213805
GdCoO3,39.1,nan kOe,,table_only_1stcheck6412.txt,179,Giant reversible magnetocaloric effect in antiferromagnetic rare-earth cobaltite GdCoO3,JOURNAL OF APPLIED PHYSICS,10.1063/1.5132864,mp-20951
HoFe3,0.12J mol(-1) K-1,30 kOe,,table_only_1stcheck6435.txt,240,First principles and mean field study on the magnetocaloric effect of YFe3 and HoFe3 compounds,SCIENTIFIC REPORTS,10.1038/s41598-023-29676-9,mp-30634
YFe3,0.8J mol(-1) K-1,30 kOe,,table_only_1stcheck6435.txt,394,First principles and mean field study on the magnetocaloric effect of YFe3 and HoFe3 compounds,SCIENTIFIC REPORTS,10.1038/s41598-023-29676-9,mp-1102392
ErNiSi,19.1,50 kOe,,table_only_1stcheck6484.txt,105,Large field-induced magnetocaloric effect and magnetoresistance in ErNiSi,APPLIED PHYSICS LETTERS,10.1063/1.4887336,mp-1213005
NdRu2Ge2,3.2,50 kOe,,table_only_1stcheck6495.txt,315,A comparative study on magnetocaloric effect in NdRu 2 Si 2 and NdRu 2 Ge 2,MATERIALS TODAY-PROCEEDINGS,10.1016/j.matpr.2020.01.466,mp-22397
NdRu2Si2,4,50 kOe,,table_only_1stcheck6495.txt,316,A comparative study on magnetocaloric effect in NdRu 2 Si 2 and NdRu 2 Ge 2,MATERIALS TODAY-PROCEEDINGS,10.1016/j.matpr.2020.01.466,mp-4013
Dy3Co,6.5,5 T,,table_only_1stcheck6525.txt,49,Magnetocaloric properties of rapidly solidified Dy3Co alloy ribbons,JOURNAL OF APPLIED PHYSICS,10.1063/1.4906764,mp-646392
Dy3Co,2.1,2 T,,table_only_1stcheck6525.txt,50,Magnetocaloric properties of rapidly solidified Dy3Co alloy ribbons,JOURNAL OF APPLIED PHYSICS,10.1063/1.4906764,mp-646392
Co2CrAl,0.99,30 kOe,340,table_only_1stcheck6529.txt,20,Critical Behavior and Magnetocaloric Effect in Co2CrAl Heusler Alloy,PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,10.1002/pssb.202100533,mp-10883
FeRh,17,2 T,,table_only_1stcheck6533.txt,128,Towards tailoring the magnetocaloric response in FeRh-based ternary compounds,JOURNAL OF APPLIED PHYSICS,10.1063/1.4854975,mp-1918
Dy2In,9.2,5 T,,table_only_1stcheck6553.txt,45,Large reversible magnetocaloric effect in Dy2In,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/42/5/055011,mp-21351
MnAs,40,14 T,,table_only_1stcheck6561.txt,292,"Phase transitions and magnetocaloric effect in MnAs, MnAs0.99P0.01, and MnAs0.98P0.02 single crystals",INORGANIC MATERIALS,10.1134/S002016851301007X,mp-610
ErNiBC,17.1,2 T,,table_only_1stcheck6564.txt,103,Low field giant magnetocaloric effect in RNiBC (R = Er and Gd) and enhanced refrigerant capacity in its composite materials,APPLIED PHYSICS LETTERS,10.1063/1.4752738,mp-1078704
CeAuAl,4J mol(-1) K-1,,,table_only_1stcheck6572.txt,16,"Heat capacity studies on RAuAl compounds (R=La, Ce and Nd)",PHYSICA B-CONDENSED MATTER,10.1016/0921-4526(96)00100-7,mp-1077768
NdAuAl,5.3J mol(-1) K-1,,10,table_only_1stcheck6572.txt,311,"Heat capacity studies on RAuAl compounds (R=La, Ce and Nd)",PHYSICA B-CONDENSED MATTER,10.1016/0921-4526(96)00100-7,mp-1101773
BiMnVO5,14.6J mol(-1) K-1,nan kOe,,table_only_1stcheck6588.txt,13,Long-range antiferromagnetic order and possible field induced spin-flop transition in BiMnVO5,JOURNAL OF PHYSICS-CONDENSED MATTER,10.1088/0953-8984/28/48/486002,mp-558892
DyNi2B2C,17.6,5 T,,table_only_1stcheck6592.txt,69,"Giant magnetocaloric effect in antiferromagnetic borocarbide superconductor RNi2B2C (R = Dy, Ho, and Er) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.3625250,mp-6223
ErNi2B2C,9.8,5 T,,table_only_1stcheck6592.txt,102,"Giant magnetocaloric effect in antiferromagnetic borocarbide superconductor RNi2B2C (R = Dy, Ho, and Er) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.3625250,mp-6098
HoNi2B2C,17.7,5 T,,table_only_1stcheck6592.txt,248,"Giant magnetocaloric effect in antiferromagnetic borocarbide superconductor RNi2B2C (R = Dy, Ho, and Er) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.3625250,mp-6646
Gd2MoO6,44,9 T,,table_only_1stcheck6598.txt,148,Magnetocaloric properties of Gd2MoO6 prepared by a simple and fast method,CERAMICS INTERNATIONAL,10.1016/j.ceramint.2021.05.157,mp-582797
DyCo2,11.4,nan T,,table_only_1stcheck6603.txt,57,"Heat capacity and magnetoresistance in Dy(Co,Si)(2) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.1844932,mp-2628
TbCo2,3.44,2.0 T,230,table_only_1stcheck6610.txt,365,Structure and magnetocaloric effect in Tb(Co1-xSnx)(2) alloys,JOURNAL OF RARE EARTHS,10.1016/S1002-0721(06)60120-8,mp-2265
GdAl2,14.5,nan kOe,162,table_only_1stcheck6634.txt,175,Synthesis of a new type of GdAl2 nanocapsule with a large cryogenic magnetocaloric effect and novel coral-like aggregates self-assembled by nanocapsules,NANOTECHNOLOGY,10.1088/0957-4484/17/21/020,mp-19923
ErAl2,18,5 T,13,table_only_1stcheck6661.txt,84,Magnetocaloric effects in Er1-xTbxAl2 alloys,JOURNAL OF APPLIED PHYSICS,10.1063/1.3335590,mp-1208
Mn3SbN,10.2,,,table_only_1stcheck6667.txt,284,"Thermodynamic, Electromagnetic, and Lattice Properties of Antiperovskite Mn3SbN",ADVANCES IN CONDENSED MATTER PHYSICS,10.1155/2013/286325,mp-1206805
GdCrO3,31.6,70.0 kOe,,table_only_1stcheck6678.txt,180,Enhancement in magnetocaloric properties of holmium chromite by gadolinium substitution,JOURNAL OF APPLIED PHYSICS,10.1063/1.4959253,mp-18331
SrGd2O4,27,0-7 T,,table_only_1stcheck6708.txt,352,"Magnetization, ESR and large magnetocaloric effect in zigzag chain SrGd2O4",JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/1361-6463/aaa06c,mp-3523
Tm6Fe23,9.8,5 T,489,table_only_1stcheck6752.txt,382,"Magnetocaloric Effect in R6Fe23: R = Dy, Ho, Er, and Tm",JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-023-06529-0,mp-1193308
GdCrO3,31.6,44 kOe,,table_only_1stcheck6759.txt,181,Giant magnetocaloric effect and temperature induced magnetization jump in GdCrO3 single crystal,JOURNAL OF APPLIED PHYSICS,10.1063/1.4916701,mp-18331
Nd3Pd4,7.8,0-5 T,6.5,table_only_1stcheck6820.txt,309,Magnetism and Magnetocaloric Efffects of R3Pd4 (R = Nd and Pr) Compounds,JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-020-05439-9,mp-1104199
Pr3Pd4,6.9,0-5 T,,table_only_1stcheck6820.txt,335,Magnetism and Magnetocaloric Efffects of R3Pd4 (R = Nd and Pr) Compounds,JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-020-05439-9,mp-1104184
Mn3Si2Te6,2.53,5 (in-plane) and 5 (out-of-plane) T,74.18 +/- 0.08 (in-plane)and 74.35 +/- 0.05 (out-of-plane),table_only_1stcheck6856.txt,285,Critical behavior and magnetocaloric effect in Mn3Si2Te6,PHYSICAL REVIEW B,10.1103/PhysRevB.98.064423,mp-675570
GdCo2B2,24,9 T,,table_only_1stcheck6858.txt,177,Magnetism in GdCo2B2 Studied on a Single Crystal,JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,10.7566/JPSJ.83.054713,mp-610530
BaFeO3,5.8,3 kOe,,table_only_1stcheck6888.txt,11,Magnetocaloric effect of field-induced ferromagnet BaFeO3,JOURNAL OF APPLIED PHYSICS,10.1063/1.4818316,mp-19035
ErMnO3,7,2 T,,table_only_1stcheck6920.txt,98,Unusual rotating magnetocaloric effect in the hexagonal ErMnO3 single crystal,PHYSICAL REVIEW B,10.1103/PhysRevB.98.184414,mp-19217
ErMnO3,17,5 T,,table_only_1stcheck6920.txt,99,Unusual rotating magnetocaloric effect in the hexagonal ErMnO3 single crystal,PHYSICAL REVIEW B,10.1103/PhysRevB.98.184414,mp-19217
ErMnO3,20,7 T,,table_only_1stcheck6920.txt,100,Unusual rotating magnetocaloric effect in the hexagonal ErMnO3 single crystal,PHYSICAL REVIEW B,10.1103/PhysRevB.98.184414,mp-19217
DyNi,18,5.0 T,,table_only_1stcheck6964.txt,66,Influence of interstitial and substitutional atoms on magnetocaloric effects in RNi compounds,MATERIALS CHEMISTRY AND PHYSICS,10.1016/j.matchemphys.2021.124455,mp-2738
GdNi,14.5,5.0 T,,table_only_1stcheck6964.txt,195,Influence of interstitial and substitutional atoms on magnetocaloric effects in RNi compounds,MATERIALS CHEMISTRY AND PHYSICS,10.1016/j.matchemphys.2021.124455,mp-542632
DyCu2,5.2,50 kOe,,table_only_1stcheck6976.txt,62,"Preservation of large low temperature magnetocaloric effect in metamagnetic intermetallic compounds RCu2 (R = Gd, Tb, Dy, Ho and Er) upon rapid solidification",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2019.152659,mp-1071835
ErCu2,11.7,50 kOe,,table_only_1stcheck6976.txt,94,"Preservation of large low temperature magnetocaloric effect in metamagnetic intermetallic compounds RCu2 (R = Gd, Tb, Dy, Ho and Er) upon rapid solidification",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2019.152659,mp-1024991
GdCu2,2.1,50 kOe,,table_only_1stcheck6976.txt,184,"Preservation of large low temperature magnetocaloric effect in metamagnetic intermetallic compounds RCu2 (R = Gd, Tb, Dy, Ho and Er) upon rapid solidification",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2019.152659,mp-1077933
HoCu2,17.2,50 kOe,,table_only_1stcheck6976.txt,236,"Preservation of large low temperature magnetocaloric effect in metamagnetic intermetallic compounds RCu2 (R = Gd, Tb, Dy, Ho and Er) upon rapid solidification",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2019.152659,mp-30584
TbCu2,5.5,50 kOe,,table_only_1stcheck6976.txt,367,"Preservation of large low temperature magnetocaloric effect in metamagnetic intermetallic compounds RCu2 (R = Gd, Tb, Dy, Ho and Er) upon rapid solidification",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2019.152659,mp-1527
ErAl2,34,70 kOe,10,table_only_1stcheck7091.txt,85,Magnetocaloric effect in melt-spun rare earth intermetallic compound ErAl2,AIP ADVANCES,10.1063/9.0000358,mp-1208
CeCrGe3,2.2,5 T,70,table_only_1stcheck7100.txt,17,Study on magnetocaloric and thermoelectric application potential of ferromagnetic compound CeCrGe3,JOURNAL OF APPLIED PHYSICS,10.1063/1.5107450,mp-20650
MnPtGa,1.9,5 T,236,table_only_1stcheck7125.txt,301,Evolution of noncollinear magnetism in magnetocaloric MnPtGa,PHYSICAL REVIEW MATERIALS,10.1103/PhysRevMaterials.4.044405,mp-20269
YbCrO4,5.07,50 kOe,,table_only_1stcheck7140.txt,396,"Structural correlation to ferroelectric order, non-Griffiths like phase and magnetocaloric effect in YbCrO4",JOURNAL OF PHYSICS-CONDENSED MATTER,10.1088/1361-648X/ac4e46,mp-19023
TbMn2Si2,7.2,20 kOe,,table_only_1stcheck7205.txt,369,Large exchange bias and magnetocaloric effect in TbMn2Si2,JOURNAL OF APPLIED PHYSICS,10.1063/1.4903770,mp-5677
TbMn2Si2,5.4,20 kOe,,table_only_1stcheck7205.txt,370,Large exchange bias and magnetocaloric effect in TbMn2Si2,JOURNAL OF APPLIED PHYSICS,10.1063/1.4903770,mp-5677
Al2Mn2O7,4.5,5 T,,table_only_1stcheck7208.txt,6,"Investigation of Griffiths-like phase at low temperature in a new magnetocaloric compound, Al2Mn2O7",JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,10.1016/j.jpcs.2020.109605,mp-1255912
NdZn2,9,,,table_only_1stcheck7214.txt,318,Magnetocaloric effect in Gd1-xNdxZn2,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2017.04.064,mp-30800
MnCr2O4,5.3,50 kOe,,table_only_1stcheck7224.txt,296,Critical behavior and reversible magnetocaloric effect in multiferroic MnCr2O4,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2017.03.068,mp-28226
Gd2BaNiO5,36,0-7 T,,table_only_1stcheck7238.txt,144,"Magnetization, ESR, and giant magnetocaloric effects in nanocrystals of Haldane-chain compound Gd2BaNiO5",APPLIED PHYSICS LETTERS,10.1063/1.4997582,mp-19332
Gd,23.42,7 T,,table_only_1stcheck7255.txt,138,Lanthanide clusters of phenanthroline containing a pyridine-pyrazole based ligand: magnetism and cell imaging,DALTON TRANSACTIONS,10.1039/d0dt04122j,mp-155
HoCo2,12.72,2 T,,table_only_1stcheck7351.txt,231,"A case of multifunctional intermetallic compounds: negative thermal expansion coupling with magnetocaloric effect in (Gd,Ho)(Co,Fe)(2)",INORGANIC CHEMISTRY FRONTIERS,10.1039/c9qi00880b,mp-2396
Cr2O3,2-5*10^-3,nan T,,table_only_1stcheck7360.txt,36,Multicaloric effect in a solid: New aspects,JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,10.1134/S1063776114070097,mp-19399
GdSrCoFeO6,13,0-7 T,65,table_only_1stcheck7457.txt,211,Magnetoelastic Coupling and Cryogenic Magnetocaloric Effect in Two-Site Disordered GdSrCoFeO6 Double Perovskite,CHEMISTRY OF MATERIALS,10.1021/acs.chemmater.2c03574,mp-1218267
HoCu2,19.3,nan kOe,,table_only_1stcheck7485.txt,237,Observation of large low temperature magnetocaloric effect in HoCu2,JOURNAL OF APPLIED PHYSICS,10.1063/1.4921360,mp-30584
MnCr2O4,6.1,50 kOe,,table_only_1stcheck7517.txt,297,"An investigation of reentrant spin-glass behavior, magnetocaloric effect and critical behavior of MnCr2O4",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2021.160224,mp-28226
